,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,-1,0.4166666666666667,0.10609567901234569,0.027015103452217654,0.0068788457864443105,0.0017515579548816533,0.00044599855332634695,0.00011356444644883835,2.891687293836162e-05,7.36309264634208e-06,1.8748615534667334e-06,4.773953029660664e-07,1.215589891811743e-07,3.0952520393354575e-08,7.881428803863434e-09,2.0068452972800412e-09,5.11002274770381e-10,1.3011631996468035e-10,3.313147036137694e-11,8.436254027202463e-12,2.1481202384080348e-12,5.469750607057497e-13,1.3927605712414922e-13,3.546381084179726e-14,9.030137019902081e-15,2.2993404448824746e-15,5.854802058728524e-16,1.490806079768837e-16,3.796033999411391e-17,9.665827313316043e-18,2.4612060288536224e-18,6.266959795692095e-19,1.5957536516808576e-19,4.063261613076258e-20,1.0346267996258991e-20,2.6344663879363175e-21,6.708132006319327e-22,1.708089168275755e-22,4.3493011229243766e-23,1.1074609340779664e-23,2.8199236747355627e-24
3,-1,0.7542438271604939,0.3626543209876544,0.20606644614007014,0.09130352480037768,0.04913481237779884,0.021350458454600086,0.01132877241037633,0.0048966684503206305,0.0025880655460610567,0.0011169827868488039,0.0005897120200157931,0.0002544061945583664,0.00013427168262354557,5.79188483435828e-05,3.056593871453979e-05,1.3184338839800759e-05,6.957690232827657e-06,3.001106949533649e-06,1.5837442391216903e-06,6.831250720209243e-07,3.604980345304003e-07,1.554954675738412e-07,8.205785392161427e-08,3.539442733725595e-08,1.8678295292850122e-08,8.05660264676967e-09,4.251618331244191e-09,1.8338717927553303e-09,9.67768073812021e-10,4.174322399093132e-10,2.2028671512982467e-10,9.501736962689793e-11,5.014242363450612e-11,2.162818214274737e-11,1.1413591802874028e-11,4.923081584272338e-12,2.5980012207789966e-12,1.1206088483272216e-12,5.913660186327709e-13,2.550768597694303e-13
4,-1,0.9163746356310014,0.6559539998031296,0.4702510917471907,0.3149943318501709,0.2059418663516619,0.13369846461860135,0.08374182097440007,0.053502285673506345,0.032769523530809384,0.020754026497843737,0.012554198962810648,0.007911413478617544,0.004751280863361441,0.002985414897991938,0.001785292229129721,0.0011198119706417875,0.0006679422771232306,0.0004185215020224761,0.000249252712233005,0.00015607797092853347,9.286573806080239e-05,5.812842035345598e-05,3.4566355676727675e-05,2.1631351324411095e-05,1.2858691198656322e-05,8.045701434913794e-06,4.781719824326986e-06,2.991663853195744e-06,1.777772444904561e-06,1.1121959076880173e-06,6.608606328901763e-07,4.1342867050307834e-07,2.456449742032919e-07,1.5367023914892358e-07,9.130278377457488e-08,5.7116356999561215e-08,3.3934915030161826e-08,2.1228530749732443e-08,1.2612503902632548e-08,7.889917428420965e-09
5,-1,0.9715441468466601,0.7854543150565148,0.6416228964559515,0.4765308757698176,0.3586062332019018,0.2525026667956761,0.1814855532801274,0.12339538610187012,0.08617226928888659,0.057190718571685825,0.0391677232865597,0.025545134292269924,0.0172526863385798,0.011106326879999802,0.0074234464156028995,0.004731054149217808,0.0031370136241921,0.00198348396284959,0.0013068842636110925,0.0008210675917971372,0.0005382246961109845,0.0003363826561933143,0.00021957682084893142,0.00013663569359475392,8.887589553539614e-05,5.5101533690785995e-05,3.573409683327654e-05,2.2084963334107228e-05,1.4285619321145989e-05,8.805074273091757e-06,5.682855517664897e-06,3.494391451418124e-06,2.2509039067321066e-06,1.3812010707764337e-06,8.881650271084078e-07,5.439909803227769e-07,3.4927130233049517e-07,2.1357260103674226e-07,1.3693712742803176e-07,8.361067965352555e-08
6,-1,0.9903171055242108,0.8897887238900142,0.7693748566489698,0.6382946115802173,0.5062028289995559,0.39675364060755036,0.29741811748057967,0.22404764671778038,0.16155791906680161,0.11827532206922103,0.08292028741436762,0.05942400616578075,0.040785383259874804,0.02875179536292051,0.01940971153883588,0.01350602873240606,0.00899773886462175,0.006195383491064843,0.0040829979251655385,0.0027870383854588956,0.0018203370679011133,0.0012335503821792827,0.0007996023277674276,0.0005385142757198718,0.00034681842151500924,0.00023233863050897347,0.00014879806523217115,9.922407462302453e-05,6.323748458056668e-05,4.199943073534508e-05,2.66524996533829e-05,1.7638482614090126e-05,1.1150774484856198e-05,7.356214589668441e-06,4.634743838749851e-06,3.048919593890927e-06,1.915119865651165e-06,1.256638362163753e-06,7.871692283201249e-07,5.153262948196368e-07
7,-1,0.9967051261853217,0.9339797491354533,0.8569197868042305,0.7448748672953003,0.6377204983583462,0.520682551435368,0.42333019927909266,0.3294824822237348,0.25777451056184664,0.1934337686549123,0.14697682252101288,0.10720725853478967,0.07962563768066484,0.05678838818275139,0.041419415018673286,0.029007246253282215,0.020846586473677348,0.014382261299253577,0.010210383603885428,0.00695645209732363,0.004888043598677283,0.0032950510787544867,0.0022951110230811185,0.0015330896988592188,0.001059815366891981,0.0007023570109857729,0.0004823556642068492,0.0003174597224350793,0.00021676719551879094,0.00014179568081899724,9.632795846218871e-05,6.267090209797596e-05,4.238203246514021e-05,2.744030499988766e-05,1.8481446187570877e-05,1.1913757342192068e-05,7.994688883041528e-06,5.1333608996281965e-06,3.433290329282195e-06,2.1966211614301833e-06
8,-1,0.9988788276602831,0.9666494896244415,0.909941967053407,0.8337390470300252,0.7363955760373413,0.6400731223653024,0.5355338958094111,0.44558061602834176,0.35693364015590834,0.28676100631511925,0.22186695523099761,0.17331345240229046,0.13038842587038763,0.09956131068383224,0.0732065491334151,0.054861689281925786,0.03958008010286831,0.029202059767195164,0.020733968110775734,0.01509693629679242,0.010574296694409582,0.00761306003772304,0.0052703435068341764,0.003757638678954102,0.002575000237579583,0.0018203863283873757,0.0012363838015293257,0.0008675516844201363,0.0005846067128496056,0.0004075041435695303,0.00027268214499295374,0.00018895663868412712,0.00012564983749492018,8.661002581727163e-05,5.726835248819212e-05,3.928682133278864e-05,2.5844811832008118e-05,1.7653279140856885e-05,1.1559352044478007e-05,7.864540263316214e-06
9,-1,0.9996184899677352,0.9803081980843822,0.9467993529315581,0.8878008605371808,0.8184100971621446,0.729555830825799,0.6429413974606917,0.5473595679145998,0.463985164434105,0.37987200481098193,0.311731273654661,0.24704491090258732,0.19734736764504415,0.15221161980090264,0.11889372991990038,0.089638035781658,0.0687079133759306,0.0508123915912272,0.03832832695568742,0.02788196128566015,0.0207442470112979,0.01487713451502414,0.010937493724106911,0.007747372004844203,0.005636783875141126,0.003949471825400292,0.0028473113732829054,0.001975873527487104,0.0014129440183402548,0.000972128060127478,0.0006901424430767566,0.00047119334833049245,0.00033234266563198005,0.00022534043161639717,0.0001580059633696042,0.00010646416070878916,7.425450641036354e-05,4.974802265797685e-05,3.452918863964056e-05,2.3013190176432465e-05
